subject_id,item_name,rating,timepoint
1,tikkelsdrop,0.32,1
1,nestlebros,0.04,1
1,milkacrispello,0.16,1
1,skittlestropical,0.18,1
1,chocolatecaramelwafer,0.0,1
1,peanutsticks,0.91,1
1,cakeslice,0.0,1
1,werthersoriginal,0.41,1
1,kinderbuenowhite,1.15,1
1,twix,0.04,1
1,kitkat,0.0,1
1,engelsedrop,0.0,1
1,cinnamonbiscuit,0.0,1
1,lion,0.21,1
1,maltesers,0.08,1
1,cotedorpralinewhite,1.25,1
1,redbandcolabottles,0.45,1
1,pringleshotandspicy,0.04,1
1,btweenhazelnutbar,0.0,1
1,kindermaxi,0.5,1
1,oreos,0.08,1
1,smarties,0.21,1
1,cappuccinoontbijtkoek,0.0,1
1,cotedorpralinemilk,0.13,1
1,stroopwafel,0.0,1
1,buglesnachocheese,0.51,1
1,rittersportmilkhazelnut,1.1,1
1,kinderbueno,1.07,1
1,snackajackscheese,0.5,1
1,bounty,0.0,1
1,haribocherries,1.0,1
1,mars,0.06,1
1,mikado,0.07,1
1,dovecaramelmilkchocolate,0.03,1
1,kitkatchunky,0.47,1
1,almondfilledcake,0.0,1
1,applecake,0.0,1
1,nestlenuts,0.0,1
1,autodroptotalloss,1.42,1
1,tucminibites,0.34,1
1,kitkatchunkywhite,0.74,1
1,sultanayofruitstrawberry,0.09,1
1,sugarwaffle,0.0,1
1,nibbitsticks,0.4,1
1,mmspeanuts,0.52,1
1,redbanddropfruitduo,1.45,1
1,snickers,0.05,1
1,laysclassic,0.35,1
1,hamkas,0.44,1
1,autodropcadillacs,0.8,1
1,schoolkrijtdrop,0.41,1
1,nestlecrunch,0.16,1
1,milkyway,0.0,1
1,pinkfondantbiscuit,0.01,1
1,milkadaim,0.14,1
1,wokkelspaprika,0.48,1
1,kaneelstokjes,0.0,1
1,balisto,0.0,1
1,haribopeaches,0.0,1
1,nestlerolo,0.07,1
31,sultanayofruitstrawberry,1.05,1
31,skittlestropical,0.21,1
31,milkacrispello,1.25,1
31,pinkfondantbiscuit,0.48,1
31,mars,0.25,1
31,redbandcolabottles,0.09,1
31,applecake,0.51,1
31,pringleshotandspicy,1.93,1
31,milkyway,0.19,1
31,autodroptotalloss,0.24,1
31,twix,1.44,1
31,lion,1.36,1
31,laysclassic,0.88,1
31,cotedorpralinemilk,1.07,1
