subject_id,item_name,rating,timepoint
101,orange,26,1
101,plum,10,1
101,blackberry,38,1
101,peach,8,1
101,cherry,11,1
101,raspberry,43,1
101,apple,88,1
101,grape,96,1
101,goldendeliciousapple,89,1
101,honeydewmelon,33,1
101,kiwi,23,1
101,greenbellpepper,51,1
101,carrot,51,1
101,peanuts,63,1
101,almonds,97,1
101,baguette,89,1
101,slicedloafbread,72,1
101,boulebread,78,1
101,ryebread,61,1
101,deliturkey,74,1
101,chickentenders,84,1
101,meatballs,74,1
101,gouda,68,1
101,swisscheese,64,1
101,potatochips,100,1
101,tortillachips,96,1
101,doritos,100,1
101,ritzcracker,100,1
101,saltinecracker,100,1
101,wheatthins,100,1
101,eggrolls,65,1
101,frenchfries,100,1
101,butteredpopcorn,87,1
101,triscuits,39,1
101,wavylays,100,1
101,chocolateicecreamcone,100,1
101,strawberryicecreamcone,92,1
101,vanillasoftservecone,99,1
101,nutrigrainbar,63,1
101,churro,100,1
101,twistdonut,92,1
101,tuilecookie,68,1
101,madeleine,89,1
101,oatmealraisincookie,27,1
101,thumprintcookie,88,1
101,sugarcookie,96,1
101,vanillawafer,100,1
101,chocolatewafer,100,1
101,chocolatebark,77,1
101,darkchocolate,92,1
101,milkchocolate,99,1
101,pocky,77,1
101,toblerone,100,1
101,lindtlindorchocolatetruffle,100,1
101,twix,100,1
101,caramel,94,1
101,peanutmms,100,1
101,brownie,100,1
101,frostedbrownie,100,1
101,lemoncake,100,1
102,orange,75,1
102,plum,29,1
102,blackberry,70,1
102,peach,22,1
102,cherry,57,1
102,raspberry,62,1
102,apple,63,1
102,grape,75,1
102,goldendeliciousapple,29,1
102,honeydewmelon,53,1
102,kiwi,35,1
102,greenbellpepper,4,1
102,carrot,72,1
102,peanuts,71,1
102,almonds,88,1
102,baguette,74,1
102,slicedloafbread,26,1
102,boulebread,15,1
102,ryebread,27,1
102,deliturkey,81,1
102,chickentenders,87,1
102,meatballs,75,1
102,gouda,43,1
102,swisscheese,64,1
102,potatochips,73,1
102,tortillachips,84,1
102,doritos,72,1
102,ritzcracker,69,1
102,saltinecracker,71,1
102,wheatthins,9,1
102,eggrolls,79,1
102,frenchfries,84,1
102,butteredpopcorn,54,1
102,triscuits,27,1
102,wavylays,83,1
102,chocolateicecreamcone,48,1
102,strawberryicecreamcone,33,1
102,vanillasoftservecone,33,1
102,nutrigrainbar,69,1
102,churro,73,1
102,twistdonut,62,1
102,tuilecookie,45,1
102,madeleine,32,1
102,oatmealraisincookie,51,1
102,thumprintcookie,26,1
102,sugarcookie,59,1
102,vanillawafer,72,1
102,chocolatewafer,81,1
102,chocolatebark,27,1
102,darkchocolate,39,1
102,milkchocolate,80,1
102,pocky,100,1
102,toblerone,41,1
102,lindtlindorchocolatetruffle,57,1
102,twix,79,1
102,caramel,3,1
102,peanutmms,72,1
102,brownie,79,1
102,frostedbrownie,82,1
102,lemoncake,63,1
103,orange,43,1
103,plum,45,1
103,blackberry,32,1
103,peach,40,1
103,cherry,45,1
103,raspberry,34,1
103,apple,55,1
103,grape,54,1
103,goldendeliciousapple,48,1
103,honeydewmelon,36,1
103,kiwi,54,1
103,greenbellpepper,37,1
103,carrot,46,1
103,peanuts,41,1
103,almonds,49,1
103,baguette,49,1
103,slicedloafbread,48,1
103,boulebread,48,1
103,ryebread,44,1
103,deliturkey,60,1
103,chickentenders,77,1
103,meatballs,53,1
103,gouda,48,1
103,swisscheese,49,1
103,potatochips,51,1
103,tortillachips,47,1
103,doritos,43,1
103,ritzcracker,48,1
103,saltinecracker,43,1
103,wheatthins,48,1
103,eggrolls,50,1
103,frenchfries,51,1
103,butteredpopcorn,47,1
103,triscuits,32,1
103,wavylays,51,1
103,chocolateicecreamcone,60,1
103,strawberryicecreamcone,56,1
103,vanillasoftservecone,60,1
103,nutrigrainbar,42,1
103,churro,44,1
103,twistdonut,45,1
103,tuilecookie,48,1
103,madeleine,50,1
103,oatmealraisincookie,25,1
103,thumprintcookie,51,1
103,sugarcookie,50,1
103,vanillawafer,55,1
103,chocolatewafer,52,1
103,chocolatebark,44,1
103,darkchocolate,50,1
103,milkchocolate,58,1
103,pocky,55,1
103,toblerone,50,1
103,lindtlindorchocolatetruffle,54,1
103,twix,59,1
103,caramel,43,1
103,peanutmms,49,1
103,brownie,64,1
103,frostedbrownie,66,1
103,lemoncake,66,1
104,orange,68,1
104,plum,85,1
104,blackberry,52,1
104,peach,79,1
104,cherry,91,1
104,raspberry,68,1
104,apple,66,1
104,grape,85,1
104,goldendeliciousapple,36,1
104,honeydewmelon,78,1
104,kiwi,36,1
104,greenbellpepper,88,1
104,carrot,57,1
104,peanuts,47,1
104,almonds,47,1
104,baguette,69,1
104,slicedloafbread,60,1
104,boulebread,75,1
104,ryebread,70,1
104,deliturkey,56,1
104,chickentenders,42,1
104,meatballs,29,1
104,gouda,30,1
104,swisscheese,37,1
104,potatochips,41,1
104,tortillachips,48,1
104,doritos,47,1
104,ritzcracker,76,1
104,saltinecracker,51,1
104,wheatthins,45,1
104,eggrolls,55,1
104,frenchfries,38,1
104,butteredpopcorn,39,1
104,triscuits,58,1
104,wavylays,43,1
104,chocolateicecreamcone,64,1
104,strawberryicecreamcone,69,1
104,vanillasoftservecone,75,1
104,nutrigrainbar,50,1
104,churro,32,1
104,twistdonut,22,1
104,tuilecookie,54,1
104,madeleine,61,1
104,oatmealraisincookie,50,1
104,thumprintcookie,53,1
104,sugarcookie,62,1
