subject_id,item_name,rating
09jmlad4zo,eggrolls,36
09jmlad4zo,chocolatewafer,91
09jmlad4zo,lindtlindorchocolatetruffle,32
09jmlad4zo,blackberry,9
09jmlad4zo,pocky,5
09jmlad4zo,chickentenders,87
09jmlad4zo,madeleine,73
09jmlad4zo,greenbellpepper,1
09jmlad4zo,peanutmms,92
09jmlad4zo,butteredpopcorn,89
09jmlad4zo,wavylays,92
09jmlad4zo,twix,92
09jmlad4zo,potatochips,75
09jmlad4zo,kiwi,88
09jmlad4zo,churro,86
09jmlad4zo,grape,76
09jmlad4zo,nutrigrainbar,64
09jmlad4zo,deliturkey,89
09jmlad4zo,tuilecookie,78
09jmlad4zo,strawberryicecreamcone,97
09jmlad4zo,raspberry,22
09jmlad4zo,brownie,93
09jmlad4zo,toblerone,90
09jmlad4zo,tortillachips,80
09jmlad4zo,lemoncake,99
09jmlad4zo,carrot,29
09jmlad4zo,oatmealraisincookie,93
09jmlad4zo,chocolateicecreamcone,95
09jmlad4zo,saltinecracker,83
09jmlad4zo,thumprintcookie,83
09jmlad4zo,boulebread,22
09jmlad4zo,apple,93
09jmlad4zo,vanillawafer,77
09jmlad4zo,goldendeliciousapple,67
09jmlad4zo,sugarcookie,28
09jmlad4zo,baguette,64
09jmlad4zo,chocolatebark,20
09jmlad4zo,frenchfries,75
09jmlad4zo,honeydewmelon,14
09jmlad4zo,twistdonut,52
09jmlad4zo,slicedloafbread,1
09jmlad4zo,plum,90
09jmlad4zo,meatballs,8
09jmlad4zo,frostedbrownie,93
09jmlad4zo,triscuits,24
09jmlad4zo,orange,93
09jmlad4zo,peanuts,9
09jmlad4zo,ryebread,7
09jmlad4zo,wheatthins,33
09jmlad4zo,swisscheese,63
09jmlad4zo,ritzcracker,81
09jmlad4zo,darkchocolate,89
09jmlad4zo,almonds,10
09jmlad4zo,peach,92
09jmlad4zo,gouda,26
09jmlad4zo,doritos,7
09jmlad4zo,cherry,8
09jmlad4zo,vanillasoftservecone,98
09jmlad4zo,milkchocolate,96
09jmlad4zo,caramel,19
0fn7gpt6ps,plum,68
0fn7gpt6ps,vanillawafer,0
0fn7gpt6ps,pocky,26
0fn7gpt6ps,sugarcookie,30
0fn7gpt6ps,darkchocolate,0
0fn7gpt6ps,tortillachips,39
0fn7gpt6ps,frostedbrownie,64
0fn7gpt6ps,almonds,100
0fn7gpt6ps,thumprintcookie,12
0fn7gpt6ps,twix,0
0fn7gpt6ps,kiwi,80
0fn7gpt6ps,orange,90
0fn7gpt6ps,lemoncake,82
0fn7gpt6ps,goldendeliciousapple,69
0fn7gpt6ps,peanutmms,0
0fn7gpt6ps,chocolatewafer,0
0fn7gpt6ps,deliturkey,35
0fn7gpt6ps,madeleine,20
0fn7gpt6ps,lindtlindorchocolatetruffle,5
0fn7gpt6ps,caramel,21
0fn7gpt6ps,tuilecookie,0
0fn7gpt6ps,ryebread,0
0fn7gpt6ps,vanillasoftservecone,27
0fn7gpt6ps,nutrigrainbar,0
0fn7gpt6ps,meatballs,41
0fn7gpt6ps,greenbellpepper,0
0fn7gpt6ps,grape,100
0fn7gpt6ps,raspberry,100
0fn7gpt6ps,boulebread,2
0fn7gpt6ps,oatmealraisincookie,42
0fn7gpt6ps,swisscheese,66
0fn7gpt6ps,wavylays,37
0fn7gpt6ps,frenchfries,100
0fn7gpt6ps,chickentenders,47
0fn7gpt6ps,chocolatebark,0
0fn7gpt6ps,eggrolls,56
0fn7gpt6ps,honeydewmelon,66
0fn7gpt6ps,triscuits,9
0fn7gpt6ps,saltinecracker,0
0fn7gpt6ps,toblerone,0
0fn7gpt6ps,baguette,13
0fn7gpt6ps,milkchocolate,0
0fn7gpt6ps,chocolateicecreamcone,0
0fn7gpt6ps,wheatthins,65
0fn7gpt6ps,peach,100
0fn7gpt6ps,ritzcracker,21
0fn7gpt6ps,apple,78
0fn7gpt6ps,slicedloafbread,0
0fn7gpt6ps,gouda,0
0fn7gpt6ps,blackberry,100
0fn7gpt6ps,strawberryicecreamcone,7
0fn7gpt6ps,twistdonut,0
0fn7gpt6ps,peanuts,0
0fn7gpt6ps,butteredpopcorn,0
0fn7gpt6ps,cherry,100
0fn7gpt6ps,churro,30
0fn7gpt6ps,carrot,67
0fn7gpt6ps,doritos,35
0fn7gpt6ps,potatochips,62
0fn7gpt6ps,brownie,32
0xatj6k19x,madeleine,38
0xatj6k19x,gouda,85
0xatj6k19x,doritos,48
0xatj6k19x,potatochips,60
0xatj6k19x,caramel,53
0xatj6k19x,meatballs,48
0xatj6k19x,deliturkey,31
0xatj6k19x,orange,79
0xatj6k19x,brownie,83
0xatj6k19x,eggrolls,66
0xatj6k19x,vanillasoftservecone,90
0xatj6k19x,plum,57
0xatj6k19x,butteredpopcorn,39
0xatj6k19x,ritzcracker,34
0xatj6k19x,frostedbrownie,77
0xatj6k19x,triscuits,34
0xatj6k19x,boulebread,28
0xatj6k19x,thumprintcookie,50
0xatj6k19x,peach,46
0xatj6k19x,grape,49
0xatj6k19x,almonds,41
0xatj6k19x,tortillachips,17
0xatj6k19x,tuilecookie,23
0xatj6k19x,apple,59
0xatj6k19x,twistdonut,24
0xatj6k19x,toblerone,52
0xatj6k19x,kiwi,70
0xatj6k19x,honeydewmelon,38
0xatj6k19x,pocky,10
0xatj6k19x,lindtlindorchocolatetruffle,46
0xatj6k19x,lemoncake,67
0xatj6k19x,blackberry,91
0xatj6k19x,milkchocolate,47
0xatj6k19x,frenchfries,24
0xatj6k19x,wheatthins,4
0xatj6k19x,churro,19
0xatj6k19x,twix,86
0xatj6k19x,vanillawafer,80
0xatj6k19x,carrot,25
0xatj6k19x,strawberryicecreamcone,59
0xatj6k19x,raspberry,73
0xatj6k19x,sugarcookie,93
0xatj6k19x,oatmealraisincookie,60
0xatj6k19x,peanuts,38
0xatj6k19x,baguette,13
0xatj6k19x,chocolatewafer,32
0xatj6k19x,saltinecracker,13
0xatj6k19x,greenbellpepper,29
0xatj6k19x,goldendeliciousapple,62
0xatj6k19x,nutrigrainbar,38
0xatj6k19x,chocolateicecreamcone,82
0xatj6k19x,cherry,35
0xatj6k19x,slicedloafbread,43
0xatj6k19x,peanutmms,92
0xatj6k19x,chickentenders,55
0xatj6k19x,wavylays,40
0xatj6k19x,darkchocolate,58
0xatj6k19x,ryebread,29
0xatj6k19x,swisscheese,86
0xatj6k19x,chocolatebark,53
0xnestbnnq,peanutmms,53
0xnestbnnq,tuilecookie,52
0xnestbnnq,brownie,50
0xnestbnnq,carrot,29
0xnestbnnq,churro,28
0xnestbnnq,eggrolls,62
0xnestbnnq,slicedloafbread,34
0xnestbnnq,milkchocolate,21
0xnestbnnq,peach,72
0xnestbnnq,cherry,76
0xnestbnnq,lemoncake,25
0xnestbnnq,chickentenders,25
0xnestbnnq,vanillawafer,18
0xnestbnnq,peanuts,8
0xnestbnnq,madeleine,18
0xnestbnnq,plum,78
0xnestbnnq,kiwi,80
0xnestbnnq,darkchocolate,17
0xnestbnnq,thumprintcookie,11
0xnestbnnq,boulebread,22
0xnestbnnq,raspberry,69
0xnestbnnq,pocky,0
0xnestbnnq,gouda,20
