subject_id,item_name,rating,timepoint
101,gummylips,0.09,1
101,gummibears,1.31,1
101,saltliquoricepretzels,0.02,1
101,colabottles,1.63,1
101,sourstrawberrybelts,1.97,1
101,gummycherries,1.63,1
101,sourstrawberrysticks,2.0,1
101,candynecklace,0.68,1
101,gummyseashells,1.58,1
101,sugarhearts,0.02,1
101,redgummyfish,1.23,1
101,lonkasoftnougat,0.23,1
101,liquoriceallsorts,0.28,1
101,foambananas,1.2,1
101,yogurtraisins,1.32,1
101,sourwatermelonslices,0.68,1
101,jellycandies,1.28,1
101,marshmallows,0.27,1
101,gummystrawberries,1.57,1
101,sourapplerings,1.9,1
101,chocolatepeanutclusters,1.39,1
101,gummypeaches,2.0,1
101,winegum,1.49,1
101,nerds,0.72,1
101,gummysmurfs,1.66,1
101,napoleon,0.6,1
101,chocolatecoins,0.0,1
101,smarties,0.02,1
101,watermelongumballs,1.33,1
101,jellybeans,1.76,1
101,werthersoriginal,1.69,1
101,gummyfriedeggs,0.43,1
101,gummyberries,1.86,1
101,gummysharks,1.39,1
101,chokotoff,0.41,1
101,foampigs,1.59,1
101,blacklicoricewheels,0.0,1
101,peanutmms,1.28,1
101,liquoricetwists,0.0,1
101,rainbowsourbelts,1.7,1
101,gummyhearts,1.57,1
101,nutscoveredinchocolate,1.69,1
103,gummyseashells,0.67,1
103,napoleon,0.52,1
103,peanutmms,1.43,1
103,gummyberries,0.23,1
103,redgummyfish,1.44,1
103,werthersoriginal,1.72,1
103,nutscoveredinchocolate,1.62,1
103,gummypeaches,1.34,1
103,colabottles,0.11,1
103,lonkasoftnougat,1.55,1
103,sourwatermelonslices,0.65,1
103,foampigs,1.15,1
103,gummystrawberries,0.85,1
103,candynecklace,0.49,1
103,sourapplerings,0.41,1
103,sugarhearts,0.61,1
103,marshmallows,1.48,1
103,winegum,0.89,1
103,chocolatepeanutclusters,1.03,1
103,gummysmurfs,0.82,1
103,blacklicoricewheels,1.52,1
103,gummyhearts,0.71,1
103,nerds,0.87,1
103,watermelongumballs,0.65,1
103,liquoriceallsorts,0.15,1
103,gummyfriedeggs,0.2,1
103,liquoricetwists,1.19,1
103,gummylips,0.8,1
103,chocolatecoins,0.86,1
103,sourstrawberrysticks,0.4,1
103,smarties,0.85,1
103,gummysharks,0.84,1
103,gummycherries,1.04,1
103,sourstrawberrybelts,0.67,1
103,saltliquoricepretzels,1.52,1
103,jellycandies,0.94,1
103,chokotoff,1.71,1
103,foambananas,0.93,1
103,rainbowsourbelts,0.67,1
103,jellybeans,1.24,1
103,gummibears,0.83,1
103,yogurtraisins,1.9,1
105,nerds,0.0,1
105,watermelongumballs,0.69,1
105,smarties,0.46,1
105,gummycherries,1.75,1
105,jellybeans,1.73,1
105,napoleon,1.17,1
105,chokotoff,1.61,1
105,foambananas,2.0,1
105,liquoriceallsorts,1.51,1
105,liquoricetwists,0.13,1
105,gummyberries,1.77,1
105,saltliquoricepretzels,2.0,1
105,sugarhearts,0.14,1
105,chocolatepeanutclusters,1.7,1
105,peanutmms,1.7,1
105,marshmallows,1.64,1
105,candynecklace,0.24,1
105,gummypeaches,2.0,1
105,lonkasoftnougat,1.85,1
105,colabottles,0.6,1
105,redgummyfish,1.65,1
105,rainbowsourbelts,0.38,1
105,gummyhearts,1.43,1
105,yogurtraisins,0.62,1
105,sourstrawberrysticks,0.46,1
105,jellycandies,1.2,1
105,gummystrawberries,1.12,1
105,foampigs,1.42,1
105,gummylips,1.14,1
105,nutscoveredinchocolate,1.52,1
105,sourapplerings,1.37,1
105,gummyseashells,1.51,1
105,gummibears,0.79,1
105,gummysharks,1.7,1
105,gummysmurfs,1.43,1
105,winegum,1.15,1
105,werthersoriginal,0.3,1
105,sourstrawberrybelts,0.68,1
105,gummyfriedeggs,1.81,1
105,blacklicoricewheels,1.79,1
105,chocolatecoins,0.01,1
105,sourwatermelonslices,2.0,1
107,rainbowsourbelts,1.16,1
107,saltliquoricepretzels,1.54,1
107,sourstrawberrysticks,1.1,1
107,nerds,0.79,1
107,chocolatecoins,1.33,1
107,gummypeaches,1.7,1
107,sourstrawberrybelts,1.47,1
107,gummibears,1.73,1
107,werthersoriginal,1.89,1
107,gummycherries,1.9,1
107,foambananas,1.93,1
107,colabottles,2.0,1
107,napoleon,1.78,1
107,sourapplerings,1.8,1
107,chocolatepeanutclusters,2.0,1
107,chokotoff,1.48,1
107,blacklicoricewheels,1.49,1
107,liquoricetwists,1.35,1
107,winegum,1.32,1
107,gummyseashells,1.19,1
107,candynecklace,0.87,1
107,watermelongumballs,1.14,1
107,gummysmurfs,1.71,1
107,gummystrawberries,1.54,1
107,gummyhearts,1.57,1
107,sugarhearts,1.06,1
107,smarties,1.91,1
107,peanutmms,2.0,1
107,yogurtraisins,2.0,1
107,foampigs,1.91,1
107,marshmallows,1.81,1
107,gummyfriedeggs,1.88,1
107,liquoriceallsorts,1.52,1
107,jellycandies,1.11,1
107,sourwatermelonslices,1.68,1
107,nutscoveredinchocolate,2.0,1
107,redgummyfish,1.83,1
107,gummysharks,1.35,1
107,jellybeans,1.11,1
107,gummylips,1.03,1
107,gummyberries,1.9,1
107,lonkasoftnougat,1.71,1
109,gummystrawberries,1.33,1
109,gummyseashells,1.3,1
109,foampigs,1.17,1
109,blacklicoricewheels,0.0,1
109,nerds,1.4,1
109,sourapplerings,1.4,1
109,sugarhearts,1.37,1
109,napoleon,1.08,1
109,watermelongumballs,1.1,1
109,gummibears,1.31,1
109,winegum,1.23,1
109,sourwatermelonslices,1.36,1
109,liquoriceallsorts,0.0,1
109,gummyhearts,1.25,1
109,chocolatepeanutclusters,1.73,1
109,saltliquoricepretzels,1.32,1
109,liquoricetwists,0.0,1
109,gummysmurfs,1.26,1
109,gummysharks,1.24,1
109,colabottles,1.55,1
109,yogurtraisins,1.74,1
109,sourstrawberrybelts,1.19,1
109,gummypeaches,1.4,1
109,lonkasoftnougat,2.0,1
109,gummyberries,2.0,1
109,werthersoriginal,2.0,1
109,peanutmms,1.64,1
109,sourstrawberrysticks,1.67,1
109,redgummyfish,1.41,1
109,foambananas,1.67,1
109,gummycherries,1.36,1
109,smarties,1.16,1
109,nutscoveredinchocolate,2.0,1
109,jellycandies,1.37,1
109,chokotoff,1.67,1
109,jellybeans,1.88,1
109,chocolatecoins,0.0,1
109,candynecklace,1.37,1
109,marshmallows,1.75,1
109,gummyfriedeggs,1.35,1
109,rainbowsourbelts,1.31,1
109,gummylips,1.38,1
111,watermelongumballs,1.1,1
111,saltliquoricepretzels,0.23,1
111,sugarhearts,0.81,1
111,gummyhearts,1.48,1
111,sourstrawberrysticks,1.59,1
111,gummyberries,1.59,1
111,yogurtraisins,1.0,1
111,sourapplerings,1.58,1
111,lonkasoftnougat,0.66,1
111,gummyseashells,1.49,1
111,gummyfriedeggs,1.48,1
111,liquoricetwists,0.42,1
111,werthersoriginal,0.45,1
111,sourwatermelonslices,1.33,1
111,gummibears,1.65,1
111,nerds,0.92,1
111,nutscoveredinchocolate,1.43,1
111,candynecklace,0.95,1
111,gummylips,1.43,1
111,peanutmms,1.95,1
111,chocolatepeanutclusters,1.83,1
111,napoleon,0.85,1
111,redgummyfish,1.54,1
111,jellybeans,0.32,1
111,smarties,1.41,1
111,winegum,1.47,1
111,gummysharks,1.15,1
111,colabottles,1.49,1
111,sourstrawberrybelts,1.71,1
111,jellycandies,1.27,1
111,foambananas,0.41,1
111,blacklicoricewheels,0.09,1
111,liquoriceallsorts,0.3,1
111,gummypeaches,1.12,1
111,rainbowsourbelts,0.82,1
111,gummystrawberries,1.53,1
111,marshmallows,0.46,1
111,chocolatecoins,0.18,1
111,gummycherries,1.4,1
111,foampigs,0.89,1
111,chokotoff,0.55,1
111,gummysmurfs,1.68,1
113,nerds,1.47,1
113,chokotoff,1.74,1
113,gummystrawberries,0.53,1
113,gummyseashells,0.55,1
113,jellycandies,1.45,1
113,gummyfriedeggs,0.89,1
113,gummylips,0.55,1
113,sourapplerings,1.19,1
113,yogurtraisins,1.81,1
113,watermelongumballs,1.75,1
113,chocolatecoins,0.0,1
113,nutscoveredinchocolate,1.83,1
113,jellybeans,1.16,1
113,napoleon,1.39,1
113,winegum,0.73,1
113,werthersoriginal,1.81,1
113,redgummyfish,0.47,1
113,foambananas,1.85,1
113,liquoriceallsorts,0.24,1
113,gummyhearts,0.8,1
113,blacklicoricewheels,0.07,1
113,rainbowsourbelts,1.48,1
113,colabottles,0.75,1
113,chocolatepeanutclusters,1.97,1
113,gummycherries,0.75,1
113,foampigs,1.14,1
113,sourstrawberrybelts,1.66,1
113,smarties,1.89,1
113,gummyberries,1.61,1
113,saltliquoricepretzels,0.0,1
113,marshmallows,0.52,1
113,sourwatermelonslices,1.6,1
113,lonkasoftnougat,1.89,1
113,gummysharks,0.64,1
113,peanutmms,1.97,1
113,gummysmurfs,0.84,1
113,gummypeaches,1.33,1
113,candynecklace,1.69,1
113,sugarhearts,1.48,1
113,liquoricetwists,0.16,1
113,sourstrawberrysticks,1.87,1
113,gummibears,1.08,1
115,foambananas,1.39,1
115,nerds,0.63,1
115,sourwatermelonslices,1.29,1
115,sugarhearts,0.07,1
115,jellybeans,0.64,1
115,marshmallows,0.82,1
115,gummysharks,0.74,1
115,gummibears,1.38,1
115,candynecklace,0.51,1
115,yogurtraisins,1.06,1
115,blacklicoricewheels,0.0,1
115,gummysmurfs,0.41,1
115,liquoriceallsorts,0.21,1
115,liquoricetwists,0.31,1
115,chocolatepeanutclusters,2.0,1
115,sourstrawberrysticks,1.05,1
115,chokotoff,2.0,1
115,jellycandies,0.65,1
115,gummycherries,1.16,1
115,gummyseashells,1.09,1
115,rainbowsourbelts,1.1,1
115,gummylips,1.11,1
115,gummypeaches,1.11,1
115,redgummyfish,1.52,1
115,foampigs,0.74,1
115,peanutmms,2.0,1
115,saltliquoricepretzels,0.0,1
115,watermelongumballs,1.04,1
115,sourstrawberrybelts,1.09,1
115,gummystrawberries,1.16,1
115,chocolatecoins,0.0,1
115,werthersoriginal,2.0,1
115,nutscoveredinchocolate,2.0,1
115,colabottles,1.16,1
115,sourapplerings,1.37,1
115,gummyberries,0.9,1
115,winegum,1.19,1
115,gummyhearts,1.09,1
115,smarties,1.11,1
115,lonkasoftnougat,1.52,1
115,gummyfriedeggs,0.24,1
115,napoleon,0.0,1
117,marshmallows,0.0,1
117,rainbowsourbelts,0.0,1
117,sourstrawberrysticks,0.0,1
117,werthersoriginal,1.24,1
117,saltliquoricepretzels,0.0,1
117,winegum,0.0,1
117,smarties,0.19,1
117,sourwatermelonslices,0.05,1
117,liquoriceallsorts,0.04,1
117,chokotoff,0.74,1
117,gummysmurfs,0.0,1
117,jellybeans,0.31,1
117,gummysharks,0.35,1
117,nerds,1.17,1
117,foambananas,0.32,1
117,blacklicoricewheels,0.03,1
117,nutscoveredinchocolate,0.99,1
117,gummystrawberries,0.0,1
117,lonkasoftnougat,1.27,1
117,gummylips,0.09,1
117,gummibears,0.32,1
117,sourstrawberrybelts,0.04,1
117,napoleon,1.02,1
117,candynecklace,0.32,1
117,gummyberries,0.0,1
117,liquoricetwists,0.0,1
117,chocolatepeanutclusters,1.44,1
117,peanutmms,1.14,1
117,yogurtraisins,1.17,1
117,watermelongumballs,0.78,1
117,jellycandies,0.0,1
117,gummyfriedeggs,0.01,1
117,sourapplerings,0.26,1
117,gummycherries,0.49,1
117,gummyhearts,0.78,1
117,foampigs,0.8,1
117,colabottles,0.0,1
117,gummypeaches,0.0,1
117,gummyseashells,0.48,1
117,sugarhearts,0.31,1
117,chocolatecoins,0.22,1
117,redgummyfish,0.03,1
119,werthersoriginal,1.22,1
119,napoleon,0.53,1
119,lonkasoftnougat,1.57,1
119,smarties,1.2,1
119,gummystrawberries,0.48,1
119,gummyfriedeggs,0.45,1
119,chocolatepeanutclusters,1.37,1
119,liquoricetwists,0.45,1
119,gummysharks,0.41,1
119,gummypeaches,0.75,1
119,sugarhearts,0.27,1
119,peanutmms,1.43,1
119,sourwatermelonslices,0.36,1
119,liquoriceallsorts,0.46,1
119,winegum,0.78,1
119,gummycherries,0.81,1
119,nutscoveredinchocolate,1.37,1
119,chocolatecoins,0.26,1
119,sourstrawberrybelts,0.7,1
119,rainbowsourbelts,0.57,1
119,foambananas,0.53,1
119,jellybeans,0.48,1
119,colabottles,0.76,1
119,foampigs,0.84,1
119,jellycandies,0.72,1
119,watermelongumballs,0.66,1
119,gummyseashells,0.88,1
119,gummibears,0.92,1
119,sourapplerings,0.84,1
119,gummysmurfs,0.81,1
119,gummylips,0.85,1
119,candynecklace,0.32,1
119,gummyhearts,0.85,1
119,nerds,0.45,1
119,yogurtraisins,1.15,1
119,sourstrawberrysticks,0.65,1
119,saltliquoricepretzels,0.38,1
119,marshmallows,0.89,1
119,blacklicoricewheels,0.4,1
119,gummyberries,0.43,1
119,redgummyfish,0.87,1
119,chokotoff,0.56,1
11,chocolatecoins,0.68,1
11,sugarhearts,1.28,1
11,sourstrawberrysticks,1.61,1
11,saltliquoricepretzels,0.8,1
11,chocolatepeanutclusters,1.41,1
11,gummibears,1.44,1
11,gummyfriedeggs,1.56,1
11,sourwatermelonslices,1.61,1
11,gummystrawberries,1.46,1
11,nutscoveredinchocolate,1.64,1
11,napoleon,1.16,1
11,gummyhearts,1.55,1
11,marshmallows,1.15,1
11,watermelongumballs,0.87,1
11,nerds,0.86,1
11,gummycherries,1.47,1
11,blacklicoricewheels,0.8,1
11,liquoricetwists,0.66,1
11,gummypeaches,1.52,1
11,liquoriceallsorts,1.07,1
11,gummyberries,1.27,1
11,jellycandies,1.51,1
11,winegum,1.44,1
11,yogurtraisins,1.46,1
11,gummysharks,1.59,1
11,smarties,1.51,1
11,redgummyfish,1.48,1
11,candynecklace,1.18,1
11,jellybeans,1.31,1
11,peanutmms,1.27,1
11,foampigs,1.49,1
11,foambananas,1.54,1
11,lonkasoftnougat,0.15,1
11,colabottles,1.54,1
11,sourapplerings,1.53,1
11,rainbowsourbelts,1.72,1
11,werthersoriginal,1.7,1
11,gummylips,1.58,1
11,sourstrawberrybelts,1.7,1
11,chokotoff,1.26,1
11,gummyseashells,1.17,1
11,gummysmurfs,1.45,1
121,lonkasoftnougat,1.23,1
121,gummystrawberries,1.42,1
121,jellycandies,1.44,1
121,winegum,1.27,1
121,nutscoveredinchocolate,1.56,1
121,gummyfriedeggs,1.31,1
121,gummyhearts,1.21,1
121,jellybeans,1.23,1
121,chocolatecoins,0.68,1
121,sourstrawberrysticks,0.82,1
121,gummysmurfs,1.14,1
121,saltliquoricepretzels,1.29,1
121,gummyseashells,1.1,1
121,chokotoff,1.69,1
121,napoleon,1.11,1
121,gummyberries,1.25,1
121,gummibears,1.06,1
121,marshmallows,1.23,1
121,sugarhearts,0.42,1
121,gummysharks,0.91,1
121,yogurtraisins,1.26,1
121,colabottles,1.19,1
121,chocolatepeanutclusters,1.36,1
121,sourwatermelonslices,0.77,1
121,gummylips,1.04,1
121,gummypeaches,0.86,1
121,rainbowsourbelts,0.89,1
121,smarties,1.09,1
121,watermelongumballs,0.65,1
121,blacklicoricewheels,1.25,1
121,foambananas,1.38,1
121,sourstrawberrybelts,0.63,1
121,liquoriceallsorts,1.1,1
121,redgummyfish,1.12,1
121,gummycherries,1.18,1
121,peanutmms,0.81,1
121,sourapplerings,0.95,1
121,liquoricetwists,1.11,1
121,candynecklace,0.57,1
121,foampigs,1.12,1
121,nerds,1.09,1
121,werthersoriginal,1.57,1
13,chocolatecoins,0.0,1
13,chokotoff,1.5,1
13,gummycherries,0.56,1
13,chocolatepeanutclusters,1.06,1
13,lonkasoftnougat,1.27,1
13,yogurtraisins,0.7,1
13,sourapplerings,1.04,1
13,redgummyfish,1.17,1
13,candynecklace,1.53,1
13,sugarhearts,0.93,1
13,werthersoriginal,0.94,1
13,blacklicoricewheels,0.0,1
13,sourstrawberrysticks,0.44,1
13,colabottles,0.53,1
13,liquoricetwists,0.0,1
13,napoleon,1.25,1
13,foampigs,1.27,1
13,marshmallows,0.39,1
13,winegum,0.77,1
13,jellycandies,1.07,1
13,gummystrawberries,0.6,1
13,liquoriceallsorts,0.38,1
13,gummyhearts,0.71,1
13,gummylips,1.03,1
13,gummyfriedeggs,1.08,1
13,rainbowsourbelts,0.34,1
13,sourstrawberrybelts,0.27,1
13,nerds,1.43,1
13,saltliquoricepretzels,0.0,1
13,peanutmms,0.42,1
13,gummysmurfs,0.94,1
13,gummyberries,1.07,1
13,gummypeaches,0.82,1
13,gummibears,0.24,1
13,smarties,0.37,1
13,gummyseashells,0.86,1
13,jellybeans,0.92,1
13,foambananas,1.05,1
13,nutscoveredinchocolate,0.58,1
13,sourwatermelonslices,0.68,1
13,watermelongumballs,0.59,1
13,gummysharks,1.11,1
15,candynecklace,0.54,1
15,gummysmurfs,1.49,1
15,colabottles,0.87,1
15,werthersoriginal,1.11,1
15,gummycherries,1.2,1
15,watermelongumballs,1.37,1
15,gummibears,1.61,1
15,chokotoff,2.0,1
15,sourstrawberrybelts,1.46,1
15,liquoricetwists,0.62,1
15,marshmallows,1.23,1
15,lonkasoftnougat,1.66,1
15,gummyberries,1.58,1
15,gummylips,1.51,1
15,nerds,0.24,1
15,gummypeaches,1.64,1
15,saltliquoricepretzels,0.52,1
