subject_id,item_name,rating
1,cheesecakewithcherrytopping,7
1,hamburgerwithbacon,7
1,cheeseburgerfrenchfriesandcola,7
1,chocolatecookie,6
1,cookiemix,6
1,cheesecakewithstrawberriesandcrumbles,7
1,croissants,7
1,snackmix,6
1,waffles,6
1,spaghettiwithtomatosauce,5
1,cheeseandcoldmeatplatter,6
1,hamsandwich,7
1,frankfurtcrowncake,7
1,muffin,7
1,croissants,7
1,pancakes,7
1,cheeseburgerfrenchfriesandcola,7
1,germankrapfen,7
1,germankrapfen,7
1,germankrapfen,7
1,raspberrycandies,6
1,frenchfries,6
1,hamsandwich,7
1,icecreamsandwiches,7
1,icecreamwithchocolatebeans,7
1,chips,7
1,openedchipsbag,7
1,fruitcake,7
1,cakewithgelatinizedfruits,6
1,frenchfrieschicken,7
1,cookiesmixed,7
1,pizzawithmushrooms,6
1,spaghettiwithtomatosauce,5
1,hamandcheesesandwich,7
1,raffaelococonutwaferballs,5
1,somedifferentcakewedges,6
1,pastameal,6
1,chocolateandstrawberryicecream,7
1,cakewithtangerines,7
1,pastries,7
1,donutwithchocolatesprinkles,6
1,chocolatecakewithnuts,7
1,chips,7
1,cookiefilledwithjelly,7
1,hamburger,7
1,frenchfries,6
1,frenchfriesandchickendrumsticks,7
1,chocolatemuffin,6
1,chocolatepopsicles,7
1,donutsandpastries,7
1,cakewithpowderedsugar,6
1,hotdog,7
1,hotdog,7
1,cheeseplatter,6
1,raspberrycake,7
1,chocolateandvanillaicecream,7
1,hamsandwichwithchips,7
1,hamsandwich,7
1,applepie,7
1,frenchfries,6
1,pizzasalami,7
1,challahbraidedyeastbun,6
1,pretzels,7
1,butter,5
1,cheeseburger,7
1,croissants,7
1,icecream,7
1,donerkebab,7
1,fishsandwich,7
1,cheese,6
1,cheeseplatter,6
1,sandwichroastbeef,7
1,spaghettibolognese,5
1,chocolatecake,7
1,hamsandwich,7
1,spaghettiwithtomatosauce,5
1,hamsandwichwithchips,7
1,muffins,7
1,chocolatecookie,7
1,chocolatemuffin,6
1,pizzaslicesassorted,5
1,cheeseplatter,6
1,filledchocolates,7
1,cake,7
1,pizzawithsalami,7
1,cheeseburgerfrenchfries,7
1,cheeseburger,7
1,stracciatellacake,7
1,strawberrycake,8
1,muffins,7
1,cheeseburger,7
1,cheddarcheese,6
1,muffins,6
1,jellycandies,6
1,raspberrycake,7
1,cakegugelhupf,7
1,chocolatecake,7
1,cheeseplatter,6
1,cake,7
1,chocolatecake,7
1,donutchocolate,6
1,hardcandies,3
1,raspberrycake,7
1,tortillachips,6
1,filledwaffles,7
1,sachercake,7
1,chocolatecake,7
1,pizzahamandmushrooms,6
1,peanuts,5
1,nutscashews,6
1,barofchocolatewithnuts,7
1,openedbarofchocolatewithnuts,7
1,chips,7
1,croissants,7
1,sundaewithraspberries,7
1,chocolatepopsiclewithnuts,7
1,chips,7
1,sundaepeach,7
1,donut,6
1,croissants,7
1,filledcookiewithwalnut,5
1,cake,6
1,lollipops,5
1,lollipops,3
1,hardcandies,6
1,pastriesanddonuts,7
1,sachercake,7
1,hardcandies,5
1,christmassweets,7
1,cake,7
1,pizzaveggiecheese,6
1,cheese,6
1,strawberrycake,7
1,chocolatemuffin,6
1,cake,6
1,cake,7
1,chocolatemuffin,7
1,muffinwithgreentopping,5
1,cake,7
1,chocolatepopsiclewithnuts,7
1,lasagna,6
1,pastabake,6
1,pastabake,7
1,pastabake,7
1,lasagna,6
1,cheesecake,6
1,marshmallowsflat,5
1,roundshortbreadcookies,7
1,nicnaccrustypeanuts,6
1,popcorn,6
1,lemoncake,7
1,peanutpuffs,7
1,gummicandycola,6
1,gummicandyandlicoricemix,6
1,crackers,5
1,challahbraidedyeastbunwithraisins,6
1,gummicandygoldbears,6
1,cookiesfilledwithchocolatecream,6
1,minichocolatecakebar,7
1,nutscoveredinchocolate,7
1,minichocolatemarshmallows,6
1,chocolatecreamcake,7
1,chocolatecake,7
1,minicookieswithchocolateononeside,6
1,cornflakesandalmondscoveredinchocolate,7
1,chocolatemarshmallows,7
1,somebarsofchocolatestacked,7
1,puffedricecoveredinchocolate,8
1,donutchocolatetopping,6
1,chocolatebarfilledwithstrawberryandyogurtcream,7
1,jaffacookies,6
1,toffifayfilledcaramelcup,7
1,chocolatebarfilledwithmilkcream,7
1,chocolatepieces,6
1,briecheese,6
1,salamisausage,7
1,cookiesfilledwithchocolatecream,6
1,germankrapfen,7
1,marblecake,7
1,mueslibaroatmeal,6
1,bowlofmuesligranola,6
1,bowlofrice,7
1,peanuts,6
1,chocolatecroissants,7
1,sausagesfrankfurter,7
1,pretzelsticks,5
1,croissant,7
1,donerkebab,7
1,sliceofbreadtoppedwithchocolatecream,7
1,meatballspatties,6
1,grilledbavariansausage,6
1,apple,8
1,crispbread,6
1,kiwi,8
1,cucumberslice,5
1,saladplate,6
1,tomatoes,7
1,paprikapeppersredgreenyellow,5
1,watermelon,7
1,oranges,8
1,saladplate,5
1,blueberries,8
1,wildberriesmix,8
1,apples,8
1,crispbreadwithcottagecheese,4
1,raspberries,8
1,redcurrants,7
1,carrots,4
1,wildberriesmix,8
1,raspberries,8
1,strawberries,8
1,veggiemixwithdip,5
1,crispbreadwithcottagecheese,5
1,wildberriesmix,8
1,cucumberandcarrot,5
1,nectarines,8
1,fruitmixkiwicherriesstrawberries,8
1,fruitmixnectarinesraspberriescherries,8
1,saladplate,6
1,fruitplatemelonpineapplegrapes,8
1,oranges,8
1,strawberries,8
1,wildberriesmix,7
1,wildberriesmix,8
1,crispreadwithcottagecheese,4
1,crispbread,5
1,bowlofmuesligranola,6
1,bowlofsalad,6
1,saladplate,5
1,oranges,8
1,apples,8
1,bowlofsalad,6
1,tomatoes,7
1,strawberries,8
1,bloodoranges,8
1,bowlofrice,7
1,curdwithchives,5
1,apples,8
1,paprikapeppersredyelloworange,5
1,crispbreadwithcottagecheese,6
1,pears,5
1,veggiemixcucumbertomatopeppers,5
1,strawberries,8
1,ricewaffles,6
1,oranges,8
1,redpaprikapeppers,5
1,greenpaprikapeppers,5
1,blueberries,8
1,cauliflower,5
1,broccoli,6
1,chinesecabbage,6
1,lettuceiceberg,6
1,pickles,5
1,figs,5
1,pomegranate,6
1,grapefruit,8
1,lettucelollorosso,6
1,radishes,5
1,redcabbage,5
1,asparagus,5
1,soybeansprouts,6
1,celery,4
1,mushroomsbrown,5
1,mushroomswhite,5
1,zucchini,5
1,greenonionshallot,6
1,cucumberwithslices,5
1,kohlrabi,6
